_RAJ2000	_DEJ2000	nSFR	GLON	GLAT	Type	n_Name	Name	Comp	RA1950	DE1950	Band	Ref
266.83407	-28.38496	0.64-0.05	0.666	-0.0340	R	 	 	F10.37	17 44 10.370	-28 22 03.600	22.4	95025
266.83207	-28.38495	0.64-0.05	0.667	-0.0340	R	 	 	B9.89<SP>	17 44 09.890	-28 22 03.500	22.4	95025
266.83207	-28.38495	0.64-0.05	0.667	-0.0340	R	 	 	B9.89	17 44 09.890	-28 22 03.500	22.4	95025
266.83404	-28.38494	0.64-0.05	0.666	-0.0350	M	 	OH-E	 	17 44 10.362	-28 22 03.500	4.660	87019
266.83528	-28.38493	0.64-0.05	0.668	-0.0350	R	 	 	I,5	17 44 10.660	-28 22 03.500	14.7	85005
266.83532	-28.38485	0.64-0.05	0.668	-0.0350	R	 	 	I	17 44 10.670	-28 22 03.200	4.9	94004
266.83532	-28.38485	0.64-0.05	0.668	-0.0350	R	 	 	I	17 44 10.670	-28 22 03.200	4.9	94004
266.83386	-28.38484	0.64-0.05	0.666	-0.0350	M	 	OH-E	F	17 44 10.318	-28 22 03.140	1.6654	85005
266.83387	-28.38483	0.64-0.05	0.666	-0.0350	M	 	OH-E	 	17 44 10.321	-28 22 03.110	1.665	87043
266.83387	-28.38483	0.64-0.05	0.666	-0.0350	M	 	OH-E	F	17 44 10.321	-28 22 03.110	1.665	90038
266.83545	-28.38479	0.64-0.05	0.640	-0.1000	M	 	CH3OH-A	 	17 44 10.700	-28 22 03.000	19.967	85078
266.83420	-28.38480	0.64-0.05	0.667	-0.0350	IR	 	SGR B2(M)	 	17 44 10.400	-28 22 03.000	3800	94047
266.83545	-28.38479	0.64-0.05	0.667	-0.0360	M	 	H2CO	MPS#15	17 44 10.700	-28 22 03.000	4.829659	95076
266.83503	-28.38479	0.64-0.05	0.668	-0.0350	R	 	 	I	17 44 10.600	-28 22 03.000	15.0	90038
266.83503	-28.38479	0.64-0.05	0.668	-0.0350	R	 	 	I	17 44 10.600	-28 22 03.000	14.690	90038
266.83486	-28.38479	0.64-0.05	0.668	-0.0350	R	 	 	<C>(a)	17 44 10.560	-28 22 03.000	6.67	98034
266.83486	-28.38479	0.64-0.05	0.668	-0.0350	R	 	 	<C>(a)	17 44 10.560	-28 22 03.000	8.64	98034
266.83365	-28.38477	0.64-0.05	0.666	-0.0340	R	 	 	F10.27<SP>	17 44 10.270	-28 22 02.900	22.4	95025
266.83365	-28.38477	0.64-0.05	0.666	-0.0340	R	 	 	F10.27	17 44 10.270	-28 22 02.900	22.4	95025
266.83506	-28.38477	0.64-0.05	0.668	-0.0350	R	 	 	I	17 44 10.608	-28 22 02.900	4.885	84004
266.83506	-28.38477	0.64-0.05	0.668	-0.0350	R	 	 	I	17 44 10.608	-28 22 02.900	15.015	84004
266.83491	-28.38477	0.64-0.05	0.668	-0.0350	R	 	 	I<AL/C>	17 44 10.570	-28 22 02.900	22.4	95025
266.83506	-28.38477	0.64-0.05	0.668	-0.0350	R	 	 	I	17 44 10.608	-28 22 02.900	4.885	84004
266.83491	-28.38477	0.64-0.05	0.668	-0.0350	R	 	 	I	17 44 10.570	-28 22 02.900	22.4	95025
266.83386	-28.38476	0.64-0.05	0.666	-0.0340	M	 	OH-E	M	17 44 10.320	-28 22 02.860	1.665	84004
266.83381	-28.38474	0.64-0.05	0.667	-0.0360	M	 	SiO	BCDEFGIJ	17 44 10.307	-28 22 02.780	43.12203	92009
266.83395	-28.38473	0.64-0.05	0.666	-0.0350	M	 	OH-E	F	17 44 10.341	-28 22 02.750	1.6654	85005
266.83396	-28.38473	0.64-0.05	0.666	-0.0350	M	 	OH-E	F	17 44 10.343	-28 22 02.740	1.665	90038
266.83399	-28.38471	0.64-0.05	0.667	-0.0350	IR	 	SGR B2(M)	 	17 44 10.350	-28 22 02.700	1300	93045
266.83399	-28.38471	0.64-0.05	0.667	-0.0350	IR	 	SGR B2(M)	 	17 44 10.350	-28 22 02.700	1300	93045
266.83407	-28.38469	0.64-0.05	0.665	-0.0360	R	 	 	F3	17 44 10.370	-28 22 02.600	15.0	90038
266.83407	-28.38469	0.64-0.05	0.665	-0.0360	M	 	NH3	F3	17 44 10.370	-28 22 02.600	22.834	90038
266.83407	-28.38469	0.64-0.05	0.665	-0.0360	M	 	NH3-A	F3	17 44 10.370	-28 22 02.600	22.834	90038
266.83393	-28.38467	0.64-0.05	0.666	-0.0350	M	 	OH-E	F	17 44 10.336	-28 22 02.550	1.6654	85005
266.83402	-28.38466	0.64-0.05	0.667	-0.0350	R	 	 	F	17 44 10.358	-28 22 02.500	4.885	84004
266.83402	-28.38466	0.64-0.05	0.667	-0.0350	R	 	 	F	17 44 10.358	-28 22 02.500	15.015	84004
266.83403	-28.38466	0.64-0.05	0.667	-0.0350	R	 	 	F	17 44 10.360	-28 22 02.500	88.2	89007
266.83402	-28.38466	0.64-0.05	0.667	-0.0350	R	 	 	F	17 44 10.358	-28 22 02.500	4.885	84004
266.83402	-28.38466	0.64-0.05	0.667	-0.0350	R	 	 	F	17 44 10.358	-28 22 02.500	15.015	84004
266.83402	-28.38466	0.64-0.05	0.665	-0.0360	M	 	NH3-A	F3,M	17 44 10.358	-28 22 02.500	23.723	87042
266.83402	-28.38466	0.64-0.05	0.665	-0.0360	M	 	NH3-A	F3,M	17 44 10.358	-28 22 02.500	23.870	87042
266.83402	-28.38466	0.64-0.05	0.665	-0.0360	M	 	NH3-A	F3,M	17 44 10.358	-28 22 02.500	24.139	87042
266.83402	-28.38466	0.64-0.05	0.665	-0.0360	M	 	NH3	F3,M	17 44 10.358	-28 22 02.500	22.834	87042
266.83402	-28.38466	0.64-0.05	0.665	-0.0360	M	 	NH3	F3,M	17 44 10.358	-28 22 02.500	22.688	87042
266.83402	-28.38466	0.64-0.05	0.665	-0.0360	M	 	NH3	F3,M	17 44 10.358	-28 22 02.500	22.924	87042
266.83397	-28.38465	0.64-0.05	0.666	-0.0350	M	 	OH-E	 	17 44 10.345	-28 22 02.470	4.660	87019
266.83407	-28.38463	0.64-0.05	0.666	-0.0340	R	 	 	F3<SP>	17 44 10.370	-28 22 02.400	22.4	95025
266.83407	-28.38463	0.64-0.05	0.666	-0.0340	R	 	 	F3	17 44 10.370	-28 22 02.400	22.4	95025
266.83383	-28.38461	0.64-0.05	0.666	-0.0340	M	 	OH-E	M	17 44 10.312	-28 22 02.330	1.667	84004
266.83391	-28.38460	0.64-0.05	0.666	-0.0350	M	 	OH-E	 	17 44 10.331	-28 22 02.270	1.665	87043
266.83403	-28.38458	0.64-0.05	0.667	-0.0350	R	 	 	F	17 44 10.360	-28 22 02.200	23.0	89007
266.83457	-28.38457	0.64-0.05	0.668	-0.0350	R	 	 	I10.49<SP>	17 44 10.490	-28 22 02.200	22.4	95025
266.83457	-28.38457	0.64-0.05	0.668	-0.0350	R	 	 	I10.49	17 44 10.490	-28 22 02.200	22.4	95025
266.83424	-28.38455	0.64-0.05	0.667	-0.0350	R	 	 	F4	17 44 10.410	-28 22 02.100	15.0	90038
266.83343	-28.38454	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.217	-28 22 02.050	22.23	93040
266.83340	-28.38454	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.210	-28 22 02.050	22.23	93040
266.83368	-28.38454	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.277	-28 22 02.050	22.23	93040
266.83352	-28.38453	0.64-0.05	0.666	-0.0340	M	 	OH-E	M	17 44 10.237	-28 22 02.010	1.665	84004
266.83420	-28.38452	0.64-0.05	0.665	-0.0360	M	 	SiO-A	M	17 44 10.400	-28 22 02.000	85.75913	95096
266.83420	-28.38452	0.64-0.05	0.665	-0.0360	M	 	HCN-A	M	17 44 10.400	-28 22 02.000	86.05496	95096
266.83253	-28.38453	0.64-0.05	0.668	-0.0350	M	 	H2CO	I,(D)	17 44 10.000	-28 22 02.000	4.830	90077
266.83403	-28.38451	0.64-0.05	0.667	-0.0350	R	 	 	F(H66al)	17 44 10.360	-28 22 01.960	22.36417	95066
266.83386	-28.38450	0.64-0.05	0.666	-0.0340	M	 	OH-E	M	17 44 10.319	-28 22 01.940	1.667	84004
266.83424	-28.38449	0.64-0.05	0.666	-0.0340	R	 	 	F4<SP>	17 44 10.410	-28 22 01.900	22.4	95025
266.83424	-28.38449	0.64-0.05	0.666	-0.0340	R	 	 	F4	17 44 10.410	-28 22 01.900	22.4	95025
266.83382	-28.38449	0.64-0.05	0.665	-0.0360	R	 	 	F1	17 44 10.310	-28 22 01.900	15.0	90038
266.83382	-28.38449	0.64-0.05	0.665	-0.0360	M	 	NH3-A	F1	17 44 10.310	-28 22 01.900	22.834	90038
266.83391	-28.38448	0.64-0.05	0.667	-0.0350	R	 	 	F	17 44 10.331	-28 22 01.870	1.375	95066
266.83391	-28.38448	0.64-0.05	0.667	-0.0350	R	 	 	F	17 44 10.331	-28 22 01.870	1.661	95066
266.83391	-28.38448	0.64-0.05	0.667	-0.0350	R	 	 	F	17 44 10.331	-28 22 01.870	4.830	95066
266.83391	-28.38448	0.64-0.05	0.667	-0.0350	R	 	 	F	17 44 10.331	-28 22 01.870	8.440	95066
266.83391	-28.38448	0.64-0.05	0.667	-0.0350	R	 	 	F	17 44 10.331	-28 22 01.870	22.360	95066
266.83382	-28.38444	0.64-0.05	0.666	-0.0340	R	 	 	F1<SP>	17 44 10.310	-28 22 01.700	22.4	95025
266.83382	-28.38444	0.64-0.05	0.666	-0.0340	R	 	 	F1	17 44 10.310	-28 22 01.700	22.4	95025
266.83399	-28.38441	0.64-0.05	0.665	-0.0360	R	 	 	F2	17 44 10.350	-28 22 01.600	15.0	90038
266.83399	-28.38441	0.64-0.05	0.665	-0.0360	M	 	NH3-A	F2	17 44 10.350	-28 22 01.600	22.834	90038
266.83395	-28.38438	0.64-0.05	0.666	-0.0350	M	 	OH-E	F	17 44 10.342	-28 22 01.490	1.667	90038
266.83379	-28.38435	0.64-0.05	0.666	-0.0340	R	 	 	F10.303<SP>	17 44 10.303	-28 22 01.400	22.4	95025
266.83379	-28.38435	0.64-0.05	0.666	-0.0340	R	 	 	F10.303	17 44 10.303	-28 22 01.400	22.4	95025
266.83403	-28.38433	0.64-0.05	0.666	-0.0340	R	 	 	F2<SP>	17 44 10.360	-28 22 01.300	22.4	95025
266.83403	-28.38433	0.64-0.05	0.666	-0.0340	R	 	 	F2	17 44 10.360	-28 22 01.300	22.4	95025
266.83335	-28.38430	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.198	-28 22 01.200	22.23	93040
266.83330	-28.38430	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.186	-28 22 01.200	22.23	93040
266.83316	-28.38429	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.152	-28 22 01.150	22.23	93040
266.83311	-28.38425	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.140	-28 22 01.020	22.23	93040
266.83878	-28.38422	0.64-0.05	0.668	-0.0330	M	 	H2O-E	 	17 44 11.500	-28 22 01.000	22.2	76019
266.83586	-28.38423	0.64-0.05	0.665	-0.0360	M	 	CH3OH-E	I	17 44 10.800	-28 22 01.000	28.316	92041
266.83461	-28.38424	0.64-0.05	0.667	-0.0340	M	 	H2O-E	N(3);R66	17 44 10.500	-28 22 01.000	22.2	76018
266.83315	-28.38424	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.150	-28 22 00.960	22.23	93040
266.83447	-28.38423	0.64-0.05	0.667	-0.0350	R	 	 	G	17 44 10.467	-28 22 00.950	15.015	84004
266.83447	-28.38423	0.64-0.05	0.667	-0.0350	R	 	 	G	17 44 10.467	-28 22 00.950	4.885	84004
266.83453	-28.38421	0.64-0.05	0.667	-0.0350	R	 	 	G	17 44 10.480	-28 22 00.900	15.0	90038
266.83436	-28.38421	0.64-0.05	0.667	-0.0350	R	 	 	G10.44<SP>	17 44 10.440	-28 22 00.900	22.4	95025
266.83453	-28.38421	0.64-0.05	0.667	-0.0350	R	 	 	G	17 44 10.480	-28 22 00.900	15.0	90038
266.83436	-28.38421	0.64-0.05	0.667	-0.0350	R	 	 	G10.44	17 44 10.440	-28 22 00.900	22.4	95025
266.83328	-28.38422	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.180	-28 22 00.900	22.23	93040
266.83328	-28.38422	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.180	-28 22 00.900	22.23	93040
266.83328	-28.38422	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.180	-28 22 00.900	22.23	93040
266.83340	-28.38421	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.210	-28 22 00.880	22.23	93040
266.83339	-28.38421	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.207	-28 22 00.880	22.23	93040
266.83378	-28.38419	0.64-0.05	0.666	-0.0340	R	 	 	F10.30<SP>	17 44 10.300	-28 22 00.800	22.4	95025
266.83378	-28.38419	0.64-0.05	0.666	-0.0340	R	 	 	F10.30	17 44 10.300	-28 22 00.800	22.4	95025
266.83294	-28.38416	0.64-0.05	0.667	-0.0340	R	 	 	B	17 44 10.100	-28 22 00.700	15.0	90038
266.83294	-28.38416	0.64-0.05	0.667	-0.0340	R	 	 	B	17 44 10.100	-28 22 00.700	14.690	90038
266.83453	-28.38416	0.64-0.05	0.667	-0.0350	R	 	 	G<SP>	17 44 10.480	-28 22 00.700	22.4	95025
266.83453	-28.38416	0.64-0.05	0.667	-0.0350	R	 	 	G	17 44 10.480	-28 22 00.700	22.4	95025
266.83317	-28.38414	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.154	-28 22 00.630	22.23	93040
266.83316	-28.38414	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.153	-28 22 00.610	22.23	93040
266.83298	-28.38414	0.64-0.05	0.667	-0.0340	R	 	 	B<AL/C>	17 44 10.110	-28 22 00.600	22.4	95025
266.83298	-28.38414	0.64-0.05	0.667	-0.0340	R	 	 	B	17 44 10.110	-28 22 00.600	22.4	95025
266.83317	-28.38400	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.155	-28 22 00.100	22.23	93040
266.83317	-28.38400	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.156	-28 22 00.100	22.23	93040
266.83317	-28.38400	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.156	-28 22 00.100	22.23	93040
266.83292	-28.38400	0.64-0.05	0.667	-0.0340	R	 	 	B	17 44 10.094	-28 22 00.094	4.885	84004
266.83292	-28.38400	0.64-0.05	0.667	-0.0340	R	 	 	B	17 44 10.094	-28 22 00.094	4.885	84004
266.83316	-28.38399	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.153	-28 22 00.090	22.23	93040
266.83316	-28.38399	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M	17 44 10.153	-28 22 00.090	22.23	93040
266.83669	-28.38395	0.64-0.05	 	 	R	 	 	 	17 44 11.000	-28 22 00.000	8.3	73008
266.83252	-28.38397	0.64-0.05	0.667	-0.0330	IR	 	 	 	17 44 10.000	-28 22 00.000	3200	76060
266.84503	-28.38391	0.64-0.05	0.667	-0.0330	IR	 	 	 	17 44 13.000	-28 22 00.000	257	74033
266.84503	-28.38391	0.64-0.05	0.667	-0.0330	IR	 	 	 	17 44 13.000	-28 22 00.000	212	74033
266.83252	-28.38397	0.64-0.05	0.667	-0.0330	IR	 	 	 	17 44 10.000	-28 22 00.000	180	80052
266.84503	-28.38391	0.64-0.05	0.667	-0.0330	IR	 	 	 	17 44 13.000	-28 22 00.000	155	74033
266.89087	-28.38369	0.64-0.05	0.667	-0.0330	IR	 	 	 	17 44 24.000	-28 22 00.000	150	70015
266.84503	-28.38391	0.64-0.05	0.667	-0.0330	IR	 	 	 	17 44 13.000	-28 22 00.000	150	74033
266.83252	-28.38397	0.64-0.05	0.667	-0.0330	IR	 	 	 	17 44 10.000	-28 22 00.000	100	80052
266.84503	-28.38391	0.64-0.05	0.667	-0.0330	IR	 	 	 	17 44 13.000	-28 22 00.000	100	74033
266.83669	-28.38395	0.64-0.05	0.640	-0.1000	M	 	CH3OH-A	 	17 44 11.000	-28 22 00.000	12.178	92060
266.83669	-28.38395	0.64-0.05	0.651	-0.0490	M	 	H2O-E	 	17 44 11.000	-28 22 00.000	22.23	73058
266.83503	-28.38396	0.64-0.05	0.670	-0.0350	M	 	NH3	(M)extended	17 44 10.600	-28 22 00.000	23.694	93071
266.83503	-28.38396	0.64-0.05	0.670	-0.0350	M	 	NH3-E	(M)core	17 44 10.600	-28 22 00.000	23.694	93071
266.83503	-28.38396	0.64-0.05	0.670	-0.0350	M	 	NH3-A	(M)core	17 44 10.600	-28 22 00.000	23.694	93071
266.83252	-28.38397	0.64-0.05	0.670	-0.0350	R	 	SGR B2(M)	 	17 44 10.000	-28 22 00.000	11.0	71008
266.83252	-28.38397	0.64-0.05	0.670	-0.0350	R	 	SGR B2(M)	 	17 44 10.000	-28 22 00.000	18.2	71008
266.83252	-28.38397	0.64-0.05	0.670	-0.0350	R	 	SGR B2(M)	 	17 44 10.000	-28 22 00.000	31.6	71008
266.83252	-28.38397	0.64-0.05	0.667	-0.0350	IR	 	 	 	17 44 10.000	-28 22 00.000	3200	76060
266.83252	-28.38397	0.64-0.05	0.667	-0.0350	IR	 	 	 	17 44 10.000	-28 22 00.000	350	76060
266.83669	-28.38395	0.64-0.05	0.667	-0.0350	IR	 	 	 	17 44 11.000	-28 22 00.000	21	72018
266.83669	-28.38395	0.64-0.05	0.667	-0.0360	M	 	HNO	peak	17 44 11.000	-28 22 00.000	81.47756	94047
266.83669	-28.38395	0.64-0.05	0.667	-0.0360	M	 	CCS	peak	17 44 11.000	-28 22 00.000	81.50517	94047
266.83669	-28.38395	0.64-0.05	0.667	-0.0360	M	 	HCCCN	peak	17 44 11.000	-28 22 00.000	81.53412	94047
266.83385	-28.38397	0.64-0.05	0.666	-0.0340	R	 	 	F10.318<I>	17 44 10.318	-28 22 00.000	22.4	95025
266.83385	-28.38397	0.64-0.05	0.666	-0.0340	R	 	 	F10.318	17 44 10.318	-28 22 00.000	22.4	95025
266.83448	-28.38396	0.64-0.05	0.667	-0.0350	R	 	 	G10.47<SP>	17 44 10.470	-28 22 00.000	22.4	95025
266.83448	-28.38396	0.64-0.05	0.667	-0.0350	R	 	 	G10.47	17 44 10.470	-28 22 00.000	22.4	95025
266.83419	-28.38396	0.64-0.05	0.667	-0.0340	M	 	H2O-E	M;R66	17 44 10.400	-28 22 00.000	22.2	77018
266.83419	-28.38396	0.64-0.05	0.668	-0.0350	M	 	CS	M	17 44 10.400	-28 22 00.000	345	92065
266.83211	-28.38395	0.64-0.05	0.668	-0.0330	M	 	H2O-E	 	17 44 09.900	-28 21 59.900	22.23	90027
266.83294	-28.38391	0.64-0.05	0.667	-0.0340	R	 	 	B10.10<SP>	17 44 10.100	-28 21 59.800	22.4	95025
266.83294	-28.38391	0.64-0.05	0.667	-0.0340	R	 	 	B10.10	17 44 10.100	-28 21 59.800	22.4	95025
266.83127	-28.38390	0.64-0.05	0.666	-0.0330	R	 	 	A1	17 44 09.699	-28 21 59.720	8.7	95004
266.83486	-28.38377	0.64-0.05	0.668	-0.0350	R	 	 	I	17 44 10.560	-28 21 59.300	1.44	90095
266.83486	-28.38377	0.64-0.05	0.668	-0.0350	R	 	 	I	17 44 10.560	-28 21 59.300	1.44	90095
266.83342	-28.38376	0.64-0.05	0.667	-0.0340	R	 	 	B	17 44 10.216	-28 21 59.250	8.7	95004
266.83277	-28.38369	0.64-0.05	0.667	-0.0340	M	 	CH3OH-E	 	17 44 10.060	-28 21 59.000	6.668	96026
266.83277	-28.38369	0.64-0.05	0.667	-0.0340	M	 	CH3OH-E	m6	17 44 10.060	-28 21 59.000	6.668	95033
266.83461	-28.38368	0.64-0.05	0.667	-0.0340	M	 	CH3OH-E	 	17 44 10.500	-28 21 59.000	6.668518	6
266.83086	-28.38370	0.64-0.05	0.666	-0.0300	R	 	 	A	17 44 09.600	-28 21 59.000	22.364	96001
266.83127	-28.38370	0.64-0.05	0.666	-0.0330	IR	 	 	SourceB	17 44 09.700	-28 21 59.000	3800	94047
266.83277	-28.38369	0.64-0.05	0.667	-0.0340	R	 	 	B10.06<SP>	17 44 10.060	-28 21 59.000	22.4	95025
266.83277	-28.38369	0.64-0.05	0.667	-0.0340	R	 	 	B10.06	17 44 10.060	-28 21 59.000	22.4	95025
266.83669	-28.38367	0.64-0.05	0.669	-0.0370	M	 	HNO	peakM	17 44 11.000	-28 21 59.000	81.47756	94047
266.83669	-28.38367	0.64-0.05	0.669	-0.0370	M	 	CCS	peakM	17 44 11.000	-28 21 59.000	81.50517	94047
266.83669	-28.38367	0.64-0.05	0.669	-0.0370	M	 	HCCCN	peakM	17 44 11.000	-28 21 59.000	81.53412	94047
266.83081	-28.38365	0.64-0.05	0.668	-0.0350	R	 	 	I	17 44 09.590	-28 21 58.800	4.9	94004
266.83081	-28.38365	0.64-0.05	0.668	-0.0350	R	 	 	I	17 44 09.590	-28 21 58.800	4.9	94004
266.83460	-28.38341	0.64-0.05	0.667	-0.0340	M	 	CH3OH-E	 	17 44 10.500	-28 21 58.000	2.178593	76003
266.83460	-28.38341	0.64-0.05	0.672	-0.0310	M	 	CH3OH-E	 	17 44 10.500	-28 21 58.000	2.178593	76003
266.83073	-28.38337	0.64-0.05	0.666	-0.0320	M	 	CH3OH-A	max	17 44 09.570	-28 21 57.800	6.668	95033
266.83385	-28.38335	0.64-0.05	0.666	-0.0340	R	 	 	F10.32<SP>	17 44 10.320	-28 21 57.800	22.4	95025
266.83385	-28.38335	0.64-0.05	0.666	-0.0340	R	 	 	F10.32	17 44 10.320	-28 21 57.800	22.4	95025
266.83126	-28.38331	0.64-0.05	0.666	-0.0300	R	 	 	A	17 44 09.697	-28 21 57.600	4.885	84004
266.83126	-28.38331	0.64-0.05	0.666	-0.0300	R	 	 	A	17 44 09.697	-28 21 57.600	15.015	84004
266.83126	-28.38331	0.64-0.05	0.666	-0.0300	R	 	 	A	17 44 09.697	-28 21 57.600	4.885	84004
266.83106	-28.38328	0.64-0.05	0.666	-0.0330	R	 	 	A1	17 44 09.650	-28 21 57.500	15.0	90038
266.83106	-28.38323	0.64-0.05	0.666	-0.0330	R	 	 	A1<SH>	17 44 09.650	-28 21 57.300	22.4	95025
266.83106	-28.38323	0.64-0.05	0.666	-0.0330	R	 	 	A1	17 44 09.650	-28 21 57.300	22.4	95025
266.83877	-28.38311	0.64-0.05	0.640	-0.1000	M	 	H2CO	 	17 44 11.500	-28 21 57.000	4.830	76075
266.82919	-28.38315	0.64-0.05	0.694	-0.0360	M	 	CH3OH-E	 	17 44 09.200	-28 21 57.000	6.668	95009
266.82960	-28.38315	0.64-0.05	0.666	-0.0300	R	 	 	A,3,65	17 44 09.300	-28 21 57.000	4.995	78018
266.82835	-28.38260	0.64-0.05	0.666	-0.0300	R	 	 	A,3	17 44 09.000	-28 21 55.000	5.0	72020
266.83127	-28.38259	0.64-0.05	0.666	-0.0300	R	 	 	A	17 44 09.700	-28 21 55.000	14.690	90038
266.83489	-28.38235	0.64-0.05	0.669	-0.0350	R	 	 	J<AL/C>	17 44 10.570	-28 21 54.200	22.4	95025
266.83489	-28.38235	0.64-0.05	0.669	-0.0350	R	 	 	J	17 44 10.570	-28 21 54.200	22.4	95025
266.83668	-28.38229	0.64-0.05	 	 	R	 	 	 	17 44 11.000	-28 21 54.000	4.875	78000
266.83668	-28.38229	0.64-0.05	 	 	R	 	 	 	17 44 11.000	-28 21 54.000	4.874	80018
266.83668	-28.38229	0.64-0.05	0.640	-0.1000	M	 	H2CO	 	17 44 11.000	-28 21 54.000	4.830	80018
266.82835	-28.38233	0.64-0.05	0.640	-0.1000	M	 	HCCCN	 	17 44 09.000	-28 21 54.000	9.098	73045
266.82835	-28.38233	0.64-0.05	0.667	-0.0350	IR	 	SGR B2(M)	 	17 44 09.000	-28 21 54.000	69	84048
266.82835	-28.38233	0.64-0.05	0.667	-0.0350	IR	 	SGR B2(M)	 	17 44 09.000	-28 21 54.000	69	84004
266.82960	-28.38232	0.64-0.05	0.667	-0.0310	M	 	H2CO	MPS#16	17 44 09.300	-28 21 54.000	4.829659	95076
266.83527	-28.38224	0.64-0.05	0.669	-0.0350	R	 	 	J	17 44 10.662	-28 21 53.800	4.885	84004
266.83527	-28.38224	0.64-0.05	0.669	-0.0350	R	 	 	J	17 44 10.662	-28 21 53.800	4.885	84004
266.83135	-28.38220	0.64-0.05	0.668	-0.0320	R	 	 	A2	17 44 09.720	-28 21 53.600	15.0	90038
266.83568	-28.38212	0.64-0.05	0.671	-0.0350	R	 	 	 	17 44 10.760	-28 21 53.400	4.9	94004
266.83568	-28.38212	0.64-0.05	0.671	-0.0350	R	 	 	 	17 44 10.760	-28 21 53.400	4.9	94004
266.83130	-28.38209	0.64-0.05	0.668	-0.0320	R	 	 	A2<SH/C>	17 44 09.710	-28 21 53.200	22.4	95025
266.83130	-28.38209	0.64-0.05	0.668	-0.0320	R	 	 	A2	17 44 09.710	-28 21 53.200	22.4	95025
266.83793	-28.38200	0.64-0.05	0.671	-0.0370	M	 	H2O-E	 	17 44 11.300	-28 21 53.000	22.2	76019
266.83522	-28.38201	0.64-0.05	0.669	-0.0350	R	 	 	J	17 44 10.650	-28 21 53.000	14.690	90038
266.83522	-28.38201	0.64-0.05	0.669	-0.0350	R	 	 	J	17 44 10.650	-28 21 53.000	15.0	90038
266.82823	-28.38194	0.64-0.05	0.666	-0.0290	M	 	CH3OH-E	G	17 44 08.972	-28 21 52.600	6.67	98034
266.82814	-28.38191	0.64-0.05	0.666	-0.0290	M	 	CH3OH-E	C	17 44 08.951	-28 21 52.500	6.67	98034
266.82814	-28.38191	0.64-0.05	0.666	-0.0290	M	 	CH3OH-E	D	17 44 08.951	-28 21 52.500	6.67	98034
266.82814	-28.38190	0.64-0.05	0.666	-0.0290	M	 	CH3OH-E	E	17 44 08.951	-28 21 52.480	6.67	98034
266.82766	-28.38183	0.64-0.05	0.666	-0.0290	M	 	OH-E	 	17 44 08.837	-28 21 52.220	6.035092	98011
266.82766	-28.38183	0.64-0.05	0.666	-0.0290	M	 	CH3OH-E	 	17 44 08.837	-28 21 52.220	6.668518	98011
266.82768	-28.38183	0.64-0.05	0.666	-0.0290	M	 	CH3OH-E	m5	17 44 08.840	-28 21 52.200	6.668	95033
266.82776	-28.38180	0.64-0.05	0.666	-0.0290	M	 	CH3OH-E	 	17 44 08.860	-28 21 52.100	6.668	96026
266.82751	-28.38177	0.64-0.05	0.666	-0.0290	R	 	 	Y	17 44 08.800	-28 21 52.000	4.9	93041
266.83689	-28.38167	0.64-0.05	0.671	-0.0350	R	 	 	 	17 44 11.050	-28 21 51.800	1.44	90095
266.83689	-28.38167	0.64-0.05	0.671	-0.0350	R	 	 	 	17 44 11.050	-28 21 51.800	1.44	90095
266.82772	-28.38172	0.64-0.05	0.666	-0.0290	R	 	 	Y<SP>	17 44 08.850	-28 21 51.800	22.4	95025
266.82772	-28.38172	0.64-0.05	0.666	-0.0290	R	 	 	Y	17 44 08.850	-28 21 51.800	22.4	95025
266.83209	-28.38147	0.64-0.05	 	 	R	 	 	 	17 44 09.900	-28 21 51.000	84.2	86009
266.82751	-28.38150	0.64-0.05	0.670	-0.0350	R	 	SGR B2(M)	S40	17 44 08.800	-28 21 51.000	10.700	89061
266.82751	-28.38150	0.64-0.05	0.670	-0.0350	R	 	SGR B2(M)	 	17 44 08.800	-28 21 51.000	10.700	89061
